"sqrt_distance","log_landsize","Lattitude","Longtitude","rooms_cat","year_built_cat","car_cat","Regionname","Type","Method","Price","log_price"
-1.67722975010754,3.04317716617784,0.0148921702520691,0.0195439628331366,"Medianas","Desconocido","2_o_más_plazas","Northern_Metropolitan","u","S",1090000,6.03742649794062
-1.67722975010754,-1.26786904344074,0.0919143655549866,0.0541025521695218,"Medianas","Moderna","Hasta_1_plaza","Northern_Metropolitan","h","PI",1447500,6.16061857239947
-1.67722975010754,-0.931172633547328,0.0148921702520691,0.0195439628331366,"Pequeñas","Desconocido","Hasta_1_plaza","Northern_Metropolitan","u","S",457000,5.65991620006985
-1.67722975010754,-1.96650712025999,0.107066272827648,0.00706447223959353,"Pequeñas","Antigua","2_o_más_plazas","Northern_Metropolitan","h","S",1135000,6.05499586152914
-1.67722975010754,-1.51275956513433,0.120955521160965,0.0195439628331366,"Grandes","Desconocido","Hasta_1_plaza","Northern_Metropolitan","h","S",1542000,6.18808437371494
-1.67722975010754,-1.4290072210345,0.0502466205550344,-0.00157517509450277,"Medianas","Desconocido","2_o_más_plazas","Northern_Metropolitan","h","S",1290000,6.11058971029925
-1.67722975010754,-1.25199295114084,0.104540954948871,0.0128242371289001,"Medianas","Antigua","Hasta_1_plaza","Northern_Metropolitan","h","S",1290000,6.11058971029925
-1.67722975010754,-0.730369144215253,0.0439333258580474,0.0157041195736898,"Pequeñas","Moderna","Hasta_1_plaza","Northern_Metropolitan","u","S",470000,5.67209785793572
-1.67722975010754,-1.3002032772232,0.0931770244943302,0.0109043154990403,"Pequeñas","Antigua","Hasta_1_plaza","Northern_Metropolitan","h","S",1180000,6.07188200730613
-1.67722975010754,-1.14588530723284,0.0868637297973432,0.0301035317970927,"Pequeñas","Antigua","Hasta_1_plaza","Northern_Metropolitan","h","S",1012500,6.00539503188671
0.701443945023023,-0.470173065140185,1.14875989782547,-1.11800960282115,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","t","PI",840000,5.92427928606188
0.701443945023023,0.388269810745521,1.11971874221949,-1.14200862319358,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","VB",730000,5.86332286012046
0.701443945023023,0.388269810745521,1.11971874221949,-1.14200862319358,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","SP",770000,5.88649072517248
0.701443945023023,-0.613250139567619,1.00481677873492,-1.02201352133116,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",603000,5.78031731214015
0.701443945023023,-0.52830478096175,1.03133261646212,-1.15256819215726,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","h","S",6e+05,5.77815125038364
0.701443945023023,0.478965977001216,1.15759851040123,-1.02969320785032,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",720000,5.85733249643127
0.701443945023023,0.428853731134236,1.04900984161356,-1.10649007304226,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",785000,5.89486965674525
0.701443945023023,1.08046502130418,1.07426302040142,-1.16120783949136,"Grandes","Moderna","2_o_más_plazas","Western_Metropolitan","h","SP",725000,5.86033800657099
0.701443945023023,-1.8133788634861,1.10330417600739,-1.18520685986379,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","t","S",450000,5.65321251377534
0.701443945023023,-1.48425012521501,0.999766142977364,-1.01913363888664,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","S",515000,5.71180722904119
0.701443945023023,-1.69803328768154,1.0805763150984,-1.10649007304226,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","S",530000,5.72427586960079
0.701443945023023,1.19365831127922,1.06163643100753,-1.16792756519559,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","PI",895000,5.95182303531591
0.701443945023023,-1.30841158742723,1.10204151706805,-1.11512972037636,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",805000,5.90579588036787
0.701443945023023,-0.647812488482111,0.994715507219721,-1.04601254170359,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","S",752000,5.87621784059164
0.701443945023023,-1.07497868124718,1.15254787464368,-1.11128987711664,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","S",440000,5.64345267648619
0.701443945023023,0.426631370408404,1.06289908994687,-1.19576642882774,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","PI",755000,5.87794695162919
0.701443945023023,-1.27587896426062,1.03512059328033,-1.03161312948018,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","t","PI",7e+05,5.84509804001426
0.701443945023023,0.461749658883357,1.13992128524979,-1.13240901504455,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","h","S",675000,5.82930377283103
0.701443945023023,0.461749658883357,1.15759851040123,-1.10265022978254,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1042000,6.01786771896351
0.701443945023023,0.774773517393099,1.08436429191652,-1.06521175800164,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",910000,5.95904139232109
0.701443945023023,0.332149775172741,1.01618070918946,-1.20056623290212,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","PI",810000,5.90848501887865
0.701443945023023,-0.0310256850362843,1.16896244085577,-1.10649007304226,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",715000,5.85430604180108
0.701443945023023,0.466074745468746,1.13108267267403,-1.07289144452081,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",790000,5.89762709129044
0.701443945023023,-1.30841158742723,1.08436429191652,-1.09689046489324,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","t","SP",540000,5.73239375982297
0.701443945023023,-0.514661732282876,1.1235067190377,-1.12184944608059,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","t","SP",825000,5.91645394854993
0.701443945023023,0.388269810745521,1.09067758661351,-1.16312776112122,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","h","S",685000,5.83569057149243
0.701443945023023,0.485364884980951,1.14370926206791,-1.07961117022504,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",805000,5.90579588036787
0.701443945023023,-0.943620028873994,1.14749723888612,-1.0757713269656,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",612000,5.78675142214556
0.701443945023023,0.461749658883357,1.16264914615878,-1.08441097429969,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",662000,5.8208579894397
0.701443945023023,0.276042650546218,1.043959205856,-1.20440607616184,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",978000,5.9903388547876
0.701443945023023,0.40193630150368,1.1235067190377,-1.11800960282115,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","PI",720000,5.85733249643127
0.701443945023023,0.217455458463802,1.04648452373478,-1.1132097987465,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",765000,5.88366143515362
0.701443945023023,0.495961567005926,1.05279781843177,-1.15736799623191,"Grandes","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",9e+05,5.95424250943933
-1.40965383982533,-1.69803328768154,-0.466180885656038,-0.374039971275028,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1275000,6.10551018476997
-1.40965383982533,-1.32498227647475,-0.454816955201497,-0.39035930512829,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",1455000,6.16286299332193
-1.40965383982533,-1.59192564377353,-0.430826435353073,-0.364440363126001,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1436000,6.15715443990628
-1.40965383982533,-1.4290072210345,-0.447241001565167,-0.442197189132868,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1110000,6.04532297878666
-1.40965383982533,-1.25990723054352,-0.397997302928884,-0.406678638981553,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",1550000,6.19033169817029
-1.40965383982533,-1.37597463476912,-0.451028978383377,-0.404758717351693,"Grandes","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",2300000,6.36172783601759
-1.40965383982533,0.673503453966246,-0.445978342625734,-0.332761656234406,"Medianas","Desconocido","2_o_más_plazas","Southern_Metropolitan","t","VB",1550000,6.19033169817029
-1.40965383982533,-1.5716865046525,-0.410623892322858,-0.407638599796483,"Medianas","Moderna","Hasta_1_plaza","Southern_Metropolitan","h","VB",1800000,6.25527250510331
-1.40965383982533,-0.709242994112655,-0.445978342625734,-0.351000911717529,"Medianas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","VB",1800000,6.25527250510331
-1.40965383982533,-2.07939553528229,-0.418199845959189,-0.358680598236695,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1800000,6.25527250510331
-1.40965383982533,-0.779171140855298,-0.365168170504696,-0.38939934431336,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","PI",1810000,6.25767857486918
-1.40965383982533,-0.795846050812686,-0.43713973005006,-0.372120049645168,"Grandes","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",2100000,6.32221929473392
-1.40965383982533,-1.37597463476912,-0.456079614140931,-0.416278247130579,"Medianas","Moderna","2_o_más_plazas","Southern_Metropolitan","h","S",1370000,6.13672056715641
-1.40965383982533,-0.537478782021693,-0.400522620807661,-0.404758717351693,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",1e+06,6
-1.40965383982533,-0.847167473987116,-0.44850366050451,-0.425877855279605,"Medianas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",2575000,6.41077723337721
-1.40965383982533,-1.41109292324408,-0.445978342625734,-0.445077071577385,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1322500,6.12139568070722
-1.40965383982533,-1.48425012521501,-0.421987822777309,-0.367320245570791,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",1562500,6.19382002601611
-1.40965383982533,-0.949887831862525,-0.480070133989355,-0.354840754976975,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","VB",2e+06,6.30102999566398
-1.40965383982533,-1.4290072210345,-0.483858110807476,-0.377879814534747,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",3010000,6.47856649559384
-1.40965383982533,-0.369123183424389,-0.476282157171145,-0.450836836466964,"Grandes","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","VB",2800000,6.44715803134222
-1.40965383982533,-1.32498227647475,-0.467443544595382,-0.386519461868844,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","u","S",647000,5.8109042806687
-1.40965383982533,-1.69803328768154,-0.425775799595519,-0.382679618609124,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","SP",2100000,6.32221929473392
-1.40965383982533,-0.790264409461278,-0.468706203534815,-0.399958913277317,"Medianas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","PI",2e+06,6.30102999566398
-1.40965383982533,-0.357016817434376,-0.488908746565119,-0.371160088830238,"Grandes","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",4735000,6.67531998333929
-1.40965383982533,-1.53211228639386,-0.467443544595382,-0.410518482241273,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",1340000,6.12710479836481
-1.40965383982533,-1.00767296436567,-0.428301117474296,-0.433557541798772,"Medianas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",1801000,6.25551371281953
-1.40965383982533,-0.377255956555411,-0.408098574443992,-0.426837816094535,"Medianas","Desconocido","2_o_más_plazas","Southern_Metropolitan","h","S",3755000,6.57460994134019
-1.40965383982533,-1.13862151994905,-0.434614412171283,-0.431637620168912,"Grandes","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",2140000,6.33041377334919
-1.40965383982533,-1.3002032772232,-0.411886551262202,-0.438357345873149,"Pequeñas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",1750000,6.24303804868629
-1.40965383982533,-1.3846673732126,-0.502797994898347,-0.377879814534747,"Medianas","Desconocido","Hasta_1_plaza","Southern_Metropolitan","h","S",2030000,6.30749603791321
-1.40965383982533,-1.4290072210345,-0.452291637322721,-0.471955974394604,"Medianas","Antigua","2_o_más_plazas","Southern_Metropolitan","h","PI",1740000,6.2405492482826
-1.40965383982533,-2.21906542404944,-0.405573256565215,-0.429717698539052,"Pequeñas","Antigua","Hasta_1_plaza","Southern_Metropolitan","h","S",985000,5.99343623049761
-0.599109951083182,0.901897572717924,0.483338636766292,0.358410130492206,"Grandes","Antigua","2_o_más_plazas","Northern_Metropolitan","h","S",2e+06,6.30102999566398
-0.599109951083182,-0.968871037339178,0.297727772675702,0.365129856196443,"Medianas","Moderna","2_o_más_plazas","Northern_Metropolitan","h","S",1110000,6.04532297878666
-0.599109951083182,-0.066038564213983,0.475762683129962,0.320971658711031,"Medianas","Desconocido","2_o_más_plazas","Northern_Metropolitan","h","S",1492000,6.17376882313665
-0.599109951083182,0.433287306713352,0.470712047372318,0.35073044397304,"Grandes","Antigua","Hasta_1_plaza","Northern_Metropolitan","h","S",1717500,6.23489674573159
-0.599109951083182,0.831690955794521,0.429044302372456,0.310412089747348,"Grandes","Antigua","2_o_más_plazas","Northern_Metropolitan","h","S",2840000,6.45331834004704
-0.599109951083182,-1.35875831665126,0.360860719645302,0.34881052234318,"Pequeñas","Moderna","2_o_más_plazas","Northern_Metropolitan","t","S",805000,5.90579588036787
-0.599109951083182,0.428853731134236,0.400003146766477,0.354570287232487,"Pequeñas","Desconocido","Hasta_1_plaza","Northern_Metropolitan","u","S",465000,5.66745295288995
-0.599109951083182,0.613065050325077,0.365911355402856,0.380489229234776,"Medianas","Desconocido","2_o_más_plazas","Northern_Metropolitan","h","PI",2e+06,6.30102999566398
-0.599109951083182,0.417704482381611,0.422731007675469,0.329611306045128,"Medianas","Desconocido","2_o_más_plazas","Northern_Metropolitan","h","S",1540000,6.18752072083646
-0.599109951083182,-1.13862151994905,0.432832279190576,0.306572246487628,"Pequeñas","Desconocido","Hasta_1_plaza","Northern_Metropolitan","u","S",820000,5.91381385238372
-0.599109951083182,0.448689081686055,0.437882914948219,0.356490208862346,"Grandes","Antigua","2_o_más_plazas","Northern_Metropolitan","h","S",1830000,6.26245108973043
-0.599109951083182,0.379079910076431,0.463136093735988,0.359370091307136,"Grandes","Moderna","2_o_más_plazas","Northern_Metropolitan","h","S",2100000,6.32221929473392
-0.599109951083182,-1.16053338845605,0.363386037524079,0.286413069374919,"Medianas","Moderna","Hasta_1_plaza","Northern_Metropolitan","h","SP",865000,5.93701610746481
-0.599109951083182,0.428853731134236,0.400003146766477,0.354570287232487,"Pequeñas","Antigua","Hasta_1_plaza","Northern_Metropolitan","u","VB",390000,5.5910646070265
-0.599109951083182,-0.968871037339178,0.305303726312122,0.293132795079156,"Pequeñas","Desconocido","Hasta_1_plaza","Northern_Metropolitan","t","SP",650000,5.81291335664286
-0.599109951083182,0.33453616260835,0.310354362069676,0.269133774706726,"Grandes","Antigua","2_o_más_plazas","Northern_Metropolitan","h","SP",1900000,6.27875360095283
-0.599109951083182,0.428853731134236,0.38990187525128,0.325771462785681,"Medianas","Desconocido","Hasta_1_plaza","Northern_Metropolitan","h","SP",1485000,6.17172645365323
-0.599109951083182,0.410969643869397,0.468186729493541,0.34977048315811,"Grandes","Antigua","2_o_más_plazas","Northern_Metropolitan","h","S",1950000,6.29003461136252
0.747583909540251,-0.271462110225507,-0.770481690049319,-1.62678883471708,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","h","VB",520000,5.7160033436348
0.747583909540251,0.693658668054017,-0.79699752777661,-1.76598315287728,"Grandes","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",1525000,6.1832698436828
0.747583909540251,-0.519193831953591,-0.754067123837224,-1.67766675790646,"Pequeñas","Moderna","2_o_más_plazas","Western_Metropolitan","t","S",720000,5.85733249643127
0.747583909540251,0.209619152713586,-0.761643077473644,-1.50679373285466,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1120000,6.04921802267018
0.747583909540251,0.551764384517774,-0.74522851126155,-1.71894507294708,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","PI",780000,5.89209460269048
0.747583909540251,1.18615468070219,-0.746491170200894,-1.68438648361096,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","SP",1780000,6.25042000230889
0.747583909540251,-0.435626801038166,-0.773007007928095,-1.72950464191103,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","u","S",630000,5.79934054945358
0.747583909540251,-2.51078779059978,-0.761643077473644,-1.70262573909381,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","SP",406000,5.60852603357719
0.747583909540251,0.439909990908083,-0.664418339140512,-1.75542358391332,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","VB",660000,5.81954393554187
0.747583909540251,0.271049658344129,-0.636639842473878,-1.70358569990874,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",683500,5.83473851890384
0.747583909540251,0.778190111713439,-0.766693713231198,-1.62774879553174,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1335000,6.12548126570059
0.747583909540251,-0.574823163148203,-0.813412093988614,-1.72950464191103,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","t","SP",8e+05,5.90308998699194
0.747583909540251,-1.62287579347721,-0.752804464897881,-1.69206617013013,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","S",510000,5.70757017609794
0.747583909540251,0.630343703000232,-0.812149435049271,-1.72566479865159,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",1070000,6.02938377768521
0.747583909540251,-1.75445192396793,-0.783108279443292,-1.68918628768534,"Pequeñas","Moderna","2_o_más_plazas","Western_Metropolitan","u","S",425000,5.62838893005031
0.747583909540251,-0.835589777141692,-0.702298107322254,-1.60758961841903,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","u","S",605000,5.78175537465247
0.747583909540251,-0.230670034405338,-0.742703193382773,-1.49815408552057,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","u","SP",391000,5.59217675739587
0.747583909540251,-1.52240061026571,-0.718712673534349,-1.56919118582265,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","SP",440000,5.64345267648619
0.747583909540251,0.722438910800287,-0.717450014594915,-1.71798511213242,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",845000,5.92685670894969
0.747583909540251,-0.949887831862525,-0.767956372170542,-1.71318530805777,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","t","SP",743000,5.87098881376058
0.747583909540251,0.489613727921105,-0.658105044443525,-1.75734350554318,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",635000,5.80277372529198
0.747583909540251,-1.25199295114084,-0.740177875503997,-1.67286695383208,"Pequeñas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","SP",620000,5.79239168949825
0.747583909540251,-1.52240061026571,-0.713662037776705,-1.57975075478688,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","S",447000,5.65030752313194
0.747583909540251,-2.41254745680068,-0.74522851126155,-1.59127028456577,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","u","SP",730000,5.86332286012046
0.747583909540251,0.448689081686055,-0.654317067625315,-1.74774389739416,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",678000,5.83122969386706
0.747583909540251,-1.19787776958256,-0.754067123837224,-1.60950954004889,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","PI",580000,5.76342799356294
0.747583909540251,-0.230670034405338,-0.73765255762522,-1.50679373285466,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",712000,5.85247999363686
0.747583909540251,0.281016907273856,-0.644215796110208,-1.63158863879146,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","SP",840000,5.92427928606188
0.747583909540251,-0.647812488482111,-0.62275059414056,-1.70166577827888,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","t","S",605100,5.78182715293243
0.747583909540251,0.3836828239457,-0.769219031109975,-1.64118824694048,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","PI",880000,5.94448267215017
0.747583909540251,-0.988130037515388,-0.750279147019104,-1.7227849162068,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","S",577000,5.76117581315573
0.747583909540251,-1.15318911558513,-0.718712673534349,-1.65558765916389,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","u","S",605000,5.78175537465247
0.747583909540251,0.268546092231756,-0.659367703382869,-1.6296687171616,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",753000,5.8767949762007
0.747583909540251,1.01503969226721,-0.708611402019152,-1.55959157767417,"Medianas","Desconocido","Hasta_1_plaza","Western_Metropolitan","h","S",1500000,6.17609125905568
0.747583909540251,-2.41254745680068,-0.74522851126155,-1.59319020619563,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","u","SP",730000,5.86332286012046
0.747583909540251,0.63415300982402,-0.783108279443292,-1.79478197732408,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",9e+05,5.95424250943933
0.747583909540251,0.444306803769604,-0.683358223231383,-1.67958667953632,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",740000,5.86923171973098
0.747583909540251,0.276042650546218,-0.690934176867714,-1.51639334100369,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",931000,5.96894968098134
0.747583909540251,-1.36733852694541,-0.702298107322254,-1.60566969678917,"Pequeñas","Moderna","Hasta_1_plaza","Western_Metropolitan","h","SP",535600,5.72884056833997
0.312136220390469,0.417704482381611,-0.376532100959236,-1.3224812563944,"Grandes","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",1085000,6.03542973818455
0.312136220390469,0.27853211205246,-0.254054183838246,-1.53079275322709,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",781000,5.8926510338773
0.312136220390469,0.329759084060436,-0.453554296262154,-1.38679863099252,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","SP",750000,5.8750612633917
0.312136220390469,0.281016907273856,-0.245215571262572,-1.52599294915271,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",683000,5.83442070368153
0.312136220390469,0.295828657595678,-0.223750369292924,-1.5135134585589,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",623000,5.79448804665917
0.312136220390469,0.413218393963335,-0.365168170504696,-1.30712188335579,"Medianas","Moderna","Hasta_1_plaza","Western_Metropolitan","h","VB",720000,5.85733249643127
0.312136220390469,-0.36507543108103,-0.366430829444129,-1.33400078617301,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",588000,5.76937732607614
0.312136220390469,0.295828657595678,-0.257842160656456,-1.50391385041015,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","PI",710000,5.85125834871908
0.312136220390469,0.329759084060436,-0.453554296262154,-1.38679863099252,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","VB",7e+05,5.84509804001426
0.312136220390469,-0.714493051915351,-0.387896031413777,-1.28888262787294,"Pequeñas","Antigua","Hasta_1_plaza","Western_Metropolitan","t","S",640000,5.80617997398389
0.312136220390469,-1.22852972158787,-0.312136495050293,-1.33496074698794,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",675000,5.82930377283103
0.312136220390469,0.40193630150368,-0.212386438838384,-1.36471953224968,"Medianas","Antigua","2_o_más_plazas","Western_Metropolitan","h","S",708000,5.85003325768977
0.312136220390469,0.898785745320703,-0.3222377665654,-1.44055643662668,"Grandes","Desconocido","2_o_más_plazas","Western_Metropolitan","h","SP",965000,5.98452731334379
0.312136220390469,0.32256103273267,-0.20733580308083,-1.37335917958377,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",680000,5.83250891270624
0.312136220390469,0.439909990908083,-0.299509905656409,-1.43383671092245,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","SP",770000,5.88649072517248
0.312136220390469,0.713512022773493,-0.226275687171701,-1.429996867663,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",923000,5.96520170102591
0.312136220390469,0.273548505196187,-0.236376958686808,-1.49719412470564,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",728500,5.86242955610601
0.312136220390469,0.413218393963335,-0.368956147322906,-1.2437644695726,"Medianas","Antigua","Hasta_1_plaza","Western_Metropolitan","h","S",931000,5.96894968098134
0.312136220390469,0.667952973299867,-0.420725163837965,-1.26008380342586,"Medianas","Moderna","2_o_más_plazas","Western_Metropolitan","h","S",988000,5.99475694458763
0.312136220390469,0.346404083078789,-0.447241001565167,-1.39543827832661,"Medianas","Desconocido","2_o_más_plazas","Western_Metropolitan","h","S",590000,5.77085201164214
