"Suburb","Address","Rooms","Distance","Lattitude","Longtitude","SellerG","Date","Postcode","Bedroom2","Bathroom","YearBuilt","CouncilArea","CarImp","LandsizeImp","sqrt_distance_std","log_landsize_std","lattitude_std","longtitude_std","log_room_land_std","rooms_cat","year_built_cat","car_cat","Regionname","Type","Method","bath_cat","bed_cat","sell_rate_cat","may_have_water","Price","log_price","price_label","price_label_high","kmeans_cluster"
"Surrey Hills","7 Newton St",5,11.2,-37.8286,145.1094,"Ray","16/07/2016",3127,5,2,1915,"Whitehorse",2,1025,0.325225173108187,1.17998749126655,-0.240026610641976,1.09595934659168,-0.375054473256992,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",2100000,6.32221929473392,TRUE,TRUE,3
"Heidelberg","3/62 Darebin St",2,8.9,-37.75343,145.06328,"Miles","27/05/2017",3084,2,1,1985,"Banyule",2,154,-0.0878115634984901,-1.38731526568204,0.706166373056729,0.652095212676178,0.935152695465541,"Pequeñas","Moderna","Muchas_plazas","Eastern_Metropolitan","t","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",738000,5.86805636182304,FALSE,FALSE,1
"Balwyn North","9 Stephens St",5,9.2,-37.7961,145.0859,"Marshall","18/06/2016",3104,5,5,2013,"Boroondara",4,1364,-0.0311300520107935,1.56698540001076,0.169063078997599,0.869792669510002,-0.757368987282001,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",4e+06,6.60205999132796,TRUE,TRUE,3
"Malvern East","55 Emo Rd",3,11.2,-37.8747,145.052,"Ray","8/10/2016",3145,3,1,NA,"Stonnington",2,789,0.325225173108187,0.825559906132724,-0.820304601176845,0.543535207677456,-0.708417223571312,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",2210000,6.34439227368511,TRUE,TRUE,2
"Hawthorn","16/557 Glenferrie Rd",1,4.6,-37.8276,145.0342,"Jellis","10/09/2016",3122,1,1,NA,"Boroondara",1,3132,-1.04099376876594,2.69284996449001,-0.227439235576082,0.372225979929882,-4.02308814907264,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","u","VB","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",335000,5.52504480703685,FALSE,FALSE,2
"Port Melbourne","308/15 Pickles St",3,3.5,-37.84426,144.94415,"Greg","24/06/2017",3207,3,1,2008,"Port Phillip",2,2166,-1.35238249586399,2.19335274173654,-0.437144904172889,-0.494425478419746,-2.05965722103703,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares","TRUE",8e+05,5.90308998699194,FALSE,FALSE,2
"West Footscray","116 Essex St",3,8.2,-37.7937,144.8782,"Sweeney","28/08/2016",3012,3,2,NA,"Maribyrnong",2,335,-0.223904489800183,-0.334687463213076,0.199272779155619,-1.12913579133676,0.437788993923847,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",820000,5.91381385238372,FALSE,FALSE,3
"Reservoir","89 Darebin Bvd",4,11.2,-37.704,145.0299,"Barry","17/09/2016",3073,3,2,2017,"Darebin",2,834,0.325225173108187,0.900685807052837,1.32836032256089,0.330842290080861,-0.397706102437785,"Grandes","Moderna","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",767500,5.88507838414922,FALSE,FALSE,5
"Brighton East","6 Coronation St",3,10.7,-37.9012,145.008,"Hodges","22/04/2017",3187,3,1,NA,"Bayside",1,590,0.239339486832433,0.43190522807445,-1.15387004042151,0.120074195268005,-0.319526499526092,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","TRUE",1640000,6.2148438480477,TRUE,TRUE,2
"Mill Park","3 Rosehill Ct",4,17.9,-37.67217,145.0642,"Darren","9/09/2017",3082,4,2,1985,"",3,800,1.33032589348721,0.844312446067079,1.72901647090637,0.660949397481158,-0.3420149640046,"Grandes","Moderna","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",757000,5.87909587950007,FALSE,FALSE,5
"Cheltenham","44 Eunice Dr",3,17.9,-37.96388,145.07807,"Barry","24/06/2017",3192,3,1,1965,"Kingston",2,537,1.33032589348721,0.304420901508997,-1.94284670954795,0.794435857529,-0.193584970501212,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",9e+05,5.95424250943933,FALSE,FALSE,2
"Windsor","19 Newry St",3,5.1,-37.8554,145.0001,"Jellis","28/05/2016",3181,3,1,NA,"Port Phillip",0,365,-0.911909575979421,-0.218522891762063,-0.577368262406333,0.0440436953133233,0.323030229915714,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",1320000,6.12057393120585,TRUE,FALSE,2
"Broadmeadows","37 Gosford Cr",3,14,-37.68187,144.92421,"YPA","15/07/2017",3047,3,1,1965,"Hume",1,640,0.774255458176728,0.542081647731261,1.60691893276775,-0.686330309951796,-0.428369579517903,"Medianas","Antigua","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",570500,5.75625564875423,FALSE,FALSE,1
"Middle Park","198 Page St",3,4.1,-37.8516,144.9624,"Cayzer","3/12/2016",3206,3,1,1900,"Port Phillip",2,277,-1.17730588096624,-0.592180951929769,-0.529536237156098,-0.318785399409443,0.692166332351261,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",2350000,6.37106786227174,TRUE,TRUE,2
"Mordialloc","13 Montgomery St",2,21.5,-38.00663,145.08492,"Buxton","3/09/2017",3195,2,1,NA,"",2,502,1.79180662622669,0.213135522141177,-2.48095699361231,0.860361037869462,-0.645929660129315,"Pequeñas","Desconocido","Muchas_plazas","South_Eastern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",1300000,6.11394335230684,TRUE,FALSE,2
"Wheelers Hill","16 Jacaranda Rd",3,16.7,-37.90618,145.16995,"Harcourts","3/06/2017",3150,3,2,NA,"Monash",1,658,1.1663224128023,0.57964895159884,-1.21655516824931,1.67869944434937,-0.465482249113377,"Medianas","Desconocido","Pocas_plazas","South_Eastern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",1408000,6.14860265480609,TRUE,TRUE,4
"Footscray","2/10 Swan St",3,6.4,-37.7948,144.8868,"Jas","10/12/2016",3011,3,2,2008,"Maribyrnong",2,164,-0.603281065705252,-1.30210332221242,0.18542666658319,-1.04636841163872,1.39349732111763,"Medianas","Moderna","Muchas_plazas","Western_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",714000,5.85369821177617,FALSE,FALSE,3
"Camberwell","78 Fordham Av",5,7.7,-37.84115,145.0743,"Marshall","29/07/2017",3124,5,2,1939,"Boroondara",0,633,-0.324706614433311,0.527186034503477,-0.397998167718153,0.758152948056696,0.269846871318886,"Grandes","Antigua","Pocas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",2400000,6.38021124171161,TRUE,TRUE,3
"Heidelberg Heights","11 Sackville St",4,10.5,-37.7478,145.0477,"Miles","30/07/2016",3081,4,2,1950,"Banyule",1,592,0.204424535798142,0.436488728827217,0.777033294677417,0.502151517827888,0.0608733274861077,"Grandes","Antigua","Pocas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",1000500,6.00021709297223,TRUE,FALSE,5
"Ormond","286 Tucker Rd",4,11.8,-37.9084,145.0532,"Buxton","20/05/2017",3204,4,2,2000,"Glen Eira",2,314,0.425795260152539,-0.422369496009935,-1.24449914089547,0.555084144379069,0.90933776986641,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",1425000,6.15381486434453,TRUE,TRUE,4
"Carnegie","8/48 Moonya Rd",1,11.4,-37.8968,145.0609,"Thomson","15/10/2016",3163,1,1,NA,"Glen Eira",1,108,0.359041354788533,-1.86789356108314,-1.09848559013179,0.629189821550559,0.482461894415288,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",345000,5.53781909507327,FALSE,FALSE,2
"Brighton East","3 Raymond Ct",4,10.7,-37.9317,145.0294,"Gary","10/09/2016",3187,4,3,NA,"Bayside",2,302,0.239339486832433,-0.475145907017171,-1.53778497992938,0.326030233121787,0.961475488108066,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","t","VB","Muchos_baños","Muchos_dormitorios","Más_populares","TRUE",1100000,6.04139268515823,TRUE,FALSE,4
"Bentleigh East","794 North Rd",4,13.8,-37.90609,145.0551,"Buxton","16/09/2017",3165,4,2,NA,"",2,648,0.74376563203617,0.558906996769557,-1.21542230449338,0.573369960824043,-0.0600634516505836,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",1520000,6.18184358794477,TRUE,TRUE,4
"Hawthorn","8/32 Liddiard St",2,4.6,-37.8192,145.0385,"Jellis","10/09/2016",3122,2,1,1970,"Boroondara",1,336,-1.04099376876594,-0.330650431372245,-0.121705285023148,0.413609669778903,-0.10872452838654,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",440000,5.64345267648619,FALSE,FALSE,2
"Preston","50 Newcastle St",2,8.4,-37.74847,145.01193,"Love","17/06/2017",3072,2,1,NA,"Darebin",1,688,-0.184447098139783,0.640034428157378,0.768599753383136,0.157896962967738,-1.0676622951221,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",1050000,6.02118929906994,TRUE,FALSE,1
"Yarraville","87 Ballard St",4,6.3,-37.81789,144.86744,"Village","1/07/2017",3013,4,2,NA,"Maribyrnong",2,438,-0.625836232645037,0.0284176509474804,-0.105215823687038,-1.23269125709852,0.464005986092722,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",1e+06,6,TRUE,FALSE,3
"Brighton","3/24 South Rd",3,11.2,-37.9288,144.9954,"RT","10/12/2016",3186,3,2,NA,"Bayside",2,328,0.325225173108187,-0.36328871380875,-1.50128159223851,-0.0011896401031756,0.466044116173668,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Más_populares","TRUE",1602000,6.20466251174822,TRUE,TRUE,4
"Maidstone","18 Pullar St",2,6.4,-37.78353,144.87233,"Burnham","22/07/2017",3012,2,1,1990,"Maribyrnong",2,312,-0.603281065705252,-0.431023986669523,0.327286383575174,-1.1856293400375,-0.00956567985693375,"Pequeñas","Moderna","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",468000,5.67024585307412,FALSE,FALSE,1
"Kilsyth","17 Birkenhead Dr",3,26,-37.79902,145.32092,"Max","26/08/2017",3137,3,1,1970,"",2,862,2.31721758318263,0.945411390927277,0.132307943805415,3.13165192260654,-0.826818282411894,"Medianas","Antigua","Muchas_plazas","Eastern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",803000,5.90471554527868,FALSE,FALSE,1
"Northcote","338 Separation St",2,5.5,-37.7711,145.013,"Nelson","17/09/2016",3070,2,1,2000,"Darebin",1,380,-0.813138691107031,-0.163974989226371,0.483747455643509,0.168194764860386,-0.273382887576852,"Pequeñas","Moderna","Pocas_plazas","Northern_Metropolitan","t","SP","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",701000,5.84571801796666,FALSE,FALSE,1
"Sunshine West","68 Nicholson Pde",3,13.5,-37.7968,144.8086,"Bells","18/03/2017",3020,3,1,NA,"Brimbank",2,650,0.697613578734267,0.563080877360417,0.160251916451581,-1.7989741200555,-0.44911467939873,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",625000,5.79588001734407,FALSE,FALSE,1
"Richmond","201/61 Stawell St",1,2.6,-37.822,145.0104,"hockingstuart","27/06/2016",3121,1,1,2008,"Yarra",1,339,-1.64608904539967,-0.318611034945788,-0.156949935207489,0.143172068672599,-1.04807143066048,"Pequeñas","Moderna","Pocas_plazas","Northern_Metropolitan","u","PI","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",410000,5.61278385671974,FALSE,FALSE,2
"Glen Iris","2/15 Scott Gr",3,9.2,-37.8574,145.0494,"Abercromby's","8/04/2017",3146,3,2,1995,"Stonnington",2,400,-0.0311300520107935,-0.0945021623365873,-0.602543012537941,0.518512511489122,0.200510382061272,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares","TRUE",1253000,6.09795107099415,TRUE,FALSE,3
"Moonee Ponds","3 Norfolk St",2,6.9,-37.7651,144.9078,"Nelson","28/08/2016",3039,2,1,NA,"Moonee Valley",1,339,-0.493059775864142,-0.318611034945788,0.559271706038513,-0.844262019352685,-0.120618225716512,"Pequeñas","Desconocido","Pocas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",9e+05,5.95424250943933,FALSE,FALSE,1
"Fitzroy North","23/86 Queens Pde",2,3.5,-37.7918,144.9824,"Nelson","18/03/2017",3068,2,1,2010,"Yarra",2,152,-1.35238249586399,-1.40502039596585,0.223188791780692,-0.126303121041834,0.952643560731899,"Pequeñas","Moderna","Muchas_plazas","Northern_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",675000,5.82930377283103,FALSE,FALSE,1
"Kew","2/78 Studley Park Rd",3,5.6,-37.8063,145.0179,"Marshall","25/02/2017",3101,3,2,1980,"Boroondara",2,140,-0.789012572573048,-1.51640558248546,0.0406718533261284,0.21535292306035,1.60520612532438,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",955000,5.98000337158375,TRUE,FALSE,3
"Wantirna South","14 Riverpark Dr",6,14.7,-37.87309,145.23078,"Ray","24/06/2017",3152,6,2,2001,"Knox",2,453,0.879290432510549,0.0740254340281912,-0.800038927321039,2.26413429400425,0.961475488108066,"Grandes","Moderna","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",1180000,6.07188200730613,TRUE,FALSE,3
"Ringwood","6 Ford St",3,19.9,-37.81685,145.2353,"Ray","24/06/2017",3134,3,2,NA,"Maroondah",2,776,1.59189157999888,0.803057789409683,-0.0921249536184411,2.30763528891517,-0.686187424326608,"Medianas","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",1291000,6.11092624226642,TRUE,FALSE,3
"Westmeadows","14 Devenish Ct",3,16.5,-37.66948,144.90385,"Barry","8/07/2017",3049,3,1,1970,"Hume",2,542,1.13842220330395,0.316973569484816,1.76287650983347,-0.882277269330299,-0.205985727839837,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",410000,5.61278385671974,FALSE,FALSE,1
"Frankston","81 Dalpura Cct",3,38,-38.13759,145.17054,"Community","27/05/2017",3199,3,1,NA,"Frankston",2,602,3.52828964186021,0.459176414747994,-4.12939963223389,1.6843776715611,-0.346467654101873,"Medianas","Desconocido","Muchas_plazas","South_Eastern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",491000,5.69108149212297,FALSE,FALSE,4
"Flemington","8/300 Racecourse Rd",1,4.4,-37.788,144.9306,"Nelson","25/02/2017",3031,1,1,1880,"Moonee Valley",1,818,-1.09458331684539,0.874449186574356,0.271020817030926,-0.624832222013824,-2.22669340376919,"Pequeñas","Antigua","Pocas_plazas","Northern_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",395000,5.59659709562646,FALSE,FALSE,1
"Hampton","53 Bridge St",4,13.7,-37.9449,145.0068,"Marshall","25/02/2017",3188,4,3,1997,"Bayside",2,627,0.728437864281828,0.51428666862241,-1.70393833079836,0.108525258566392,-0.0159831124917266,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares","TRUE",3325000,6.52179164963912,TRUE,TRUE,4
"Ardeer","721 Ballarat Rd",3,12.8,-37.77245,144.8001,"HAR","19/08/2017",3022,3,2,1970,"",2,739,0.587889189080615,0.736887987763098,0.466754499304606,-1.88077908836195,-0.620818400391221,"Medianas","Antigua","Muchas_plazas","Western_Metropolitan","h","SP","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",730000,5.86332286012046,FALSE,FALSE,5
"Hawthorn East","11 Condor St",5,6.2,-37.81936,145.05131,"Noel","17/06/2017",3123,5,3,2000,"Boroondara",2,572,-0.648571130555659,0.389940395828019,-0.123719265033695,0.53689456907331,0.405431582415972,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares","FALSE",2855000,6.45560611258187,TRUE,TRUE,3
"Eaglemont","18 Carlsberg Rd",4,8.9,-37.76457,145.06555,"Miles","29/07/2017",3084,4,2,NA,"Banyule",3,1783,-0.0878115634984901,1.92980256503357,0.565943014823376,0.673941951270986,-1.41436863293857,"Grandes","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares","FALSE",3300000,6.51851393987789,TRUE,TRUE,5
"Bulleen","28 Dale St",3,11.8,-37.779,145.101,"Barry","7/05/2016",3105,2,1,1965,"Manningham",2,775,0.425795260152539,0.801311273139489,0.384307192623343,1.01511678967737,-0.684462044152741,"Medianas","Antigua","Muchas_plazas","Eastern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",1340000,6.12710479836481,TRUE,TRUE,1
"Oak Park","44 Devereaux St",3,11.5,-37.7143,144.9092,"Eview","7/11/2016",3046,3,1,1960,"Moreland",0,715,0.375838204425088,0.692171194163836,1.1987103593828,-0.830788259867059,-0.576642763191696,"Medianas","Antigua","Pocas_plazas","Northern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",706000,5.8488047010518,FALSE,FALSE,1
"Melbourne","1814/250 Elizabeth St",2,0,-37.81267,144.96273,"Harcourts","27/05/2017",3000,2,1,1976,"Melbourne",1,3878,-3.47902044990471,2.98221946827551,-0.0395097258431918,-0.315609441816465,-3.38150253853611,"Pequeñas","Moderna","Pocas_plazas","Northern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares","FALSE",720000,5.85733249643127,FALSE,FALSE,2
"St Kilda","3/11 Burnett St",1,6.1,-37.8612,144.9804,"Wilson","12/11/2016",3182,1,1,1945,"Port Phillip",0,954,-0.671490125725233,1.08276127958227,-0.650375037788086,-0.145551348878677,-2.43248453287964,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Menos_populares","TRUE",420000,5.6232492903979,FALSE,FALSE,2
"Viewbank","24 Martins La",3,13.8,-37.7324,145.0862,"Nelson","6/08/2016",3084,3,2,NA,"Banyule",2,555,0.74376563203617,0.349076259804729,0.970878870691249,0.872679903685337,-0.237699915878681,"Medianas","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",820000,5.91381385238372,FALSE,FALSE,5
"Coburg","60 Woiwurung Cr",2,6.7,-37.73615,144.97455,"Brad","3/09/2017",3058,2,2,2000,"",1,1965,-0.536652782449735,2.06144559928035,0.923676214194327,-0.201852415301265,-2.47187174648837,"Pequeñas","Moderna","Pocas_plazas","Northern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",631000,5.80002935924413,FALSE,FALSE,5
"Heidelberg","57 Martin St",3,10.6,-37.7502,145.0605,"Miles","25/02/2017",3084,3,1,1965,"Banyule",1,639,0.221923185293706,0.539963706439866,0.746823594519398,0.625340175983081,-0.426277269256639,"Medianas","Antigua","Pocas_plazas","Eastern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",1375000,6.13830269816628,TRUE,TRUE,1
"Clifton Hill","487 Hoddle St",3,3.4,-37.7933,144.9938,"Nelson","13/05/2017",3068,3,1,1904,"Yarra",0,276,-1.38298319848232,-0.597079413615805,0.204307729181941,-0.0165882223725405,0.697005513537133,"Medianas","Antigua","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",1652500,6.21814146815768,TRUE,TRUE,1
"Southbank","1605/14 Kavanagh St",2,1.2,-37.8227,144.9664,"Ray","7/05/2016",3006,2,2,2000,"Melbourne",1,2295,-2.23378876921464,2.27170706392566,-0.165761097753507,-0.280288943736031,-2.67958865621252,"Pequeñas","Moderna","Pocas_plazas","Southern_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Menos_populares","FALSE",592500,5.77268835468214,FALSE,FALSE,3
"Airport West","50 Bedford St",3,13.5,-37.7203,144.8755,"Nelson","4/03/2017",3042,3,2,1965,"Moonee Valley",1,585,0.697613578734267,0.420378152711656,1.12318610898779,-1.15512089891641,-0.308138923221722,"Medianas","Antigua","Pocas_plazas","Western_Metropolitan","h","SP","Muchos_baños","Pocos_dormitorios","Más_populares","FALSE",770000,5.88649072517248,FALSE,FALSE,5
"Ormond","55 Carlyon St",2,11.8,-37.9048,145.0418,"C21","25/02/2017",3204,2,1,NA,"Glen Eira",1,533,0.425795260152539,0.294294325888254,-1.19918459065849,0.445369245709502,-0.726106291352206,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",981000,5.99166900737995,TRUE,FALSE,2
"Beaumaris","14 Cavell Ct",5,17.3,-37.97732,145.04388,"hockingstuart","12/08/2017",3193,5,3,NA,"Bayside",2,613,1.24903531133585,0.483701619782795,-2.1120210304327,0.465387402659786,0.312805043717145,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares","TRUE",1780000,6.25042000230889,TRUE,TRUE,4
"Fawkner","42 Hedley St",3,12.4,-37.6931,144.9596,"Ray","20/05/2017",3060,3,1,1960,"Moreland",2,1069,0.523839365128413,1.23691527828613,1.46556271077847,-0.345732918380969,-1.11479443038034,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Más_populares","FALSE",1e+06,6,TRUE,FALSE,1
